skill_id	prereq_id	source	type
csp.525787C35FAA4DA892DD9073D48F9F48	csp.ADB178C2515F4E6EA1F6F07559E4A2BF	csp_grade	prerequisite
csp.102EFFFCDFFB42C2B43A5B0B8D11E386	csp.07C3E5910EFD421A8C979409D24D5BDA	csp_grade	prerequisite
csp.71E08FA8BE9E4144BCE47914C9FB1A55	csp.7EE6A6A0F977486F9F46CF37D5559280	csp_grade	prerequisite
csp.PK.4.4	csp.A1CF9DB1E4C44AEB86181A88E9D96B93	csp_grade	prerequisite
csp.AFB0007962BC435CBB335A3042371B9A	csp.C2F2FE8ECD4B4585A36D8B5E078119CE	csp_grade	prerequisite
csp.93E1D7FC57164962948DEF4D8F751307	csp.C3A2DEA84EF34D4E874C23408A47EA72	csp_grade	prerequisite
csp.1557D87951BF4D148C7E16F331DEE920	csp.F6B147D6E8B244E887538AC1D78949EA	csp_grade	prerequisite
csp.691943CE3CCF44B5B3DC5B0BA3BFDAF1	csp.D2335A5F774E4A1A9A3AB1EB30CB26F0	csp_grade	prerequisite
csp.FC1A9D76654A4F8BB04A3D0BB82ED03C	csp.1FAD60018D4A4AC2BFAC7D11224813B1	csp_grade	prerequisite
csp.C408937449FF49CF9B741C65926569BB	csp.5233E6E5B0FC4BE7AD8861DCAE9559C2	csp_grade	prerequisite
csp.4FEC21A6F3C94AF5B1A1E0CABE1A2D37	csp.99637645667249DBABC3D58A276917D6	csp_grade	prerequisite
csp.E09A32D649C1410FBF9C36666DA285A1	csp.A5F0C8E1BE2B4D21989BAC5F2EB1975A	csp_grade	prerequisite
csp.0D5855F39EDE4047822DB1DB433FC54C	csp.3DC26E54C8FF4B24AD078929412B616A	csp_grade	prerequisite
csp.CD2E9EC401E24584AC2CD71F80AA1FC4	csp.72E1E03E91844C59A5E46F4D33EE0853	csp_grade	prerequisite
csp.9F773095806F464D83E9B83F8C9DCB41	csp.BB6950E37A0B48CA9C7C6BE23162BCAF	csp_grade	prerequisite
csp.1C14418E239840EDA9F04EBEA29BAD19	csp.102EFFFCDFFB42C2B43A5B0B8D11E386	csp_grade	prerequisite
csp.4B98974CD0BF40B0929977C199A3CD80	csp.65F217A93ACB4F1287E81A377D4E5AE1	csp_grade	prerequisite
csp.D47DECFF93DE407EA06B14502B543F83	csp.9E76F90C0F7F45F08A40590A99B9A25E	csp_grade	prerequisite
csp.70FFB27672FD4915B8A7D32AA05A6F35	csp.792F7681489947B992517CC322C5852C	csp_grade	prerequisite
csp.BABF46D7E36C404EADAFA1CF75AF7738	csp.5A36F3E101F940049FB0D303479CCB65	csp_grade	prerequisite
csp.857BEDE26149492EAA2A5BD72821E8BB	csp.8F5E2A0FEA144503B981DF041D822BA0	csp_grade	prerequisite
csp.074A86ECFEB74FE9B372209CECBF7DB0	csp.41DA92BED7644E4A8FEB6708C50D8D38	csp_grade	prerequisite
csp.5FAE98544A9646098FA3E3C0B6E6EC69	csp.525787C35FAA4DA892DD9073D48F9F48	csp_grade	prerequisite
csp.D265C39CA9014FBBA847D217B2AACF1E	csp.71E08FA8BE9E4144BCE47914C9FB1A55	csp_grade	prerequisite
csp.ADAFB046249749849FD18E25C8F24004	csp.D6F012847D1C48FB89EC578071551B30	csp_grade	prerequisite
csp.9EA22F0B9F5043ABBE969A6D681B864D	csp.AFB0007962BC435CBB335A3042371B9A	csp_grade	prerequisite
csp.BABF46D7E36C404EADAFA1CF75AF7738	csp.93E1D7FC57164962948DEF4D8F751307	csp_grade	prerequisite
csp.574B9927C76A4924A0E107CD05B46F89	csp.1557D87951BF4D148C7E16F331DEE920	csp_grade	prerequisite
csp.84628CDF30F545949639FF94D53D3818	csp.691943CE3CCF44B5B3DC5B0BA3BFDAF1	csp_grade	prerequisite
csp.AA7D0BCA4C7949C890E108102277370D	csp.FC1A9D76654A4F8BB04A3D0BB82ED03C	csp_grade	prerequisite
csp.A7B8CDC8B14B4DD498D55202AF3495DB	csp.C408937449FF49CF9B741C65926569BB	csp_grade	prerequisite
csp.721D737E2CE646F6A50E9E089C66C504	csp.4FEC21A6F3C94AF5B1A1E0CABE1A2D37	csp_grade	prerequisite
csp.84628CDF30F545949639FF94D53D3818	csp.E09A32D649C1410FBF9C36666DA285A1	csp_grade	prerequisite
csp.CD2E9EC401E24584AC2CD71F80AA1FC4	csp.5C3CACECA0094D09AF2E49CB649718C4	csp_grade	prerequisite
csp.5FAE98544A9646098FA3E3C0B6E6EC69	csp.1F2936F47BE545D6B5F9C3AECE8A1550	csp_grade	prerequisite
csp.72E9CEA4870D4BAE9D60C2A373D71D5C	csp.034788239A3C44EE88D2C6B7E8C425DA	csp_grade	prerequisite
csp.D231D97E18D14A978847F9EFA4DA6FEE	csp.807CC93965BC4F7ABF5BB532516E94CB	csp_grade	prerequisite
csp.AC98431BD7EF4FA48DA48A7BBBF133E8	csp.25979A11B82F4D44A062509A2EC88070	csp_grade	prerequisite
csp.56FB35C6282A40429DC22169DA880B2A	csp.991158F8D6734106AFD47460B13CEADD	csp_grade	prerequisite
csp.312A8B6D0760478EA69EE48B41CA529D	csp.3CB443C1E4214D53BDE30574DC3029D1	csp_grade	prerequisite
csp.BF8D6A98BB9D4D898955898F9D03442D	csp.A395EADAC2234BCEA7F096AA8AECCB86	csp_grade	prerequisite
csp.6CDE5FC78C5F4C7289D03E83CCE78BD3	csp.PK.4.4	csp_grade	prerequisite
csp.0BDF54640AA64EDA88B83A4DF997606A	csp.70FFB27672FD4915B8A7D32AA05A6F35	csp_grade	prerequisite
csp.65A599D7AEBF468B8CCA862EECD46B9F	csp.D5C9183925DF44C18E47D497097B9DF9	csp_grade	prerequisite
csp.DE2A7F03D3354D0FA2BB80EA472969ED	csp.074A86ECFEB74FE9B372209CECBF7DB0	csp_grade	prerequisite
csp.0BDF54640AA64EDA88B83A4DF997606A	csp.5FAE98544A9646098FA3E3C0B6E6EC69	csp_grade	prerequisite
csp.9EA22F0B9F5043ABBE969A6D681B864D	csp.A7B8CDC8B14B4DD498D55202AF3495DB	csp_grade	prerequisite
csp.B94E9DB9F6324CA499D98A9B4057705B	csp.D265C39CA9014FBBA847D217B2AACF1E	csp_grade	prerequisite
csp.6CDE5FC78C5F4C7289D03E83CCE78BD3	csp.C0451D68A1E647868EB81470AC4D7386	csp_grade	prerequisite
csp.D132DACB082F461E89B5FC17C50952B2	csp.574B9927C76A4924A0E107CD05B46F89	csp_grade	prerequisite
csp.1BC2767608CB4922AC75F5E18D0A24AE	csp.84628CDF30F545949639FF94D53D3818	csp_grade	prerequisite
csp.39158672B0964E9F9510026392C2553C	csp.AA7D0BCA4C7949C890E108102277370D	csp_grade	prerequisite
csp.EA8C31E2E9F9469380C1C7CDE53E57FE	csp.79BDFB121D7143BB999790545B896164	csp_grade	prerequisite
csp.DE82558DA4D741EB85EE5A792F0C432B	csp.3AB1BE6376F148338DFDAC992417D8F0	csp_grade	prerequisite
csp.F33741FC8D3D40479DE33EBE6B31AB8E	csp.1C14418E239840EDA9F04EBEA29BAD19	csp_grade	prerequisite
csp.9ABBD9E120854564BDA9B2A929551CE8	csp.07C054F2A6234F8B913C74BD0A03B9AD	csp_grade	prerequisite
csp.E4CA2A7B3BE648599ABA7E124D2FD5FA	csp.0BDF54640AA64EDA88B83A4DF997606A	csp_grade	prerequisite
csp.E8F72F7DE9404ECE899F61C80318E6CF	csp.B94E9DB9F6324CA499D98A9B4057705B	csp_grade	prerequisite
csp.5C506F4DB7554446BEE25AFC74248D48	csp.ADAFB046249749849FD18E25C8F24004	csp_grade	prerequisite
csp.D58274501D7447AF849DDB3A588CA710	csp.6CDE5FC78C5F4C7289D03E83CCE78BD3	csp_grade	prerequisite
csp.82D3145F6717472193F0C53B0910DD7A	csp.BABF46D7E36C404EADAFA1CF75AF7738	csp_grade	prerequisite
csp.CCFB4C3CB6F04BE6BA5D66214F2D95BB	csp.1BC2767608CB4922AC75F5E18D0A24AE	csp_grade	prerequisite
csp.7EEE11BEF69E427E8C40E1291F2540C2	csp.39158672B0964E9F9510026392C2553C	csp_grade	prerequisite
csp.06AD37DCAA0C433580B87A1A032FEBF3	csp.EA8C31E2E9F9469380C1C7CDE53E57FE	csp_grade	prerequisite
csp.2B46E28A0DDE467DBF790747290DF029	csp.EC410480533E4BECAD06DE01A402B7C1	csp_grade	prerequisite
csp.9711458F093A47C7A0546FFDB6A931B8	csp.E0A9930845A04511956C0CDC9EFA7D34	csp_grade	prerequisite
csp.9F773095806F464D83E9B83F8C9DCB41	csp.1C7718B50510452BAAC6BA30619BED8A	csp_grade	prerequisite
csp.D0A6DD43B972440C8453C7D7521E28BA	csp.DDAC328BCA204AFA9F52E8A6B70906AA	csp_grade	prerequisite
csp.E8F72F7DE9404ECE899F61C80318E6CF	csp.039EA125F9BC464E952F5936750E8E5D	csp_grade	prerequisite
csp.2D88BE7CA95B4BE9A77E92FECD013BCF	csp.D47DECFF93DE407EA06B14502B543F83	csp_grade	prerequisite
csp.42F5B8C37E2148209EADBBAFEAFEA3D0	csp.178DD694DB0F4B4F8E1C213C374492CE	csp_grade	prerequisite
csp.A8710EF1A12E445D9F9973BCCB0F1226	csp.D27461E0380C424BA3D12EAF53509B47	csp_grade	prerequisite
csp.688D6E8AF7074BFE8CFA52C9D25B6F1D	csp.DE82558DA4D741EB85EE5A792F0C432B	csp_grade	prerequisite
csp.F2F5F74D67F542C5800D2303B5BE3F31	csp.B6E5FAC507A64E7D8C92E2B74DC657D7	csp_grade	prerequisite
csp.0AA06DE0AA874AF5A8B6CE7841EE4315	csp.721D737E2CE646F6A50E9E089C66C504	csp_grade	prerequisite
csp.6ECDE09E91884FFD9430E8D3E360E8FD	csp.65A599D7AEBF468B8CCA862EECD46B9F	csp_grade	prerequisite
csp.9EA22F0B9F5043ABBE969A6D681B864D	csp.F33741FC8D3D40479DE33EBE6B31AB8E	csp_grade	prerequisite
csp.5C506F4DB7554446BEE25AFC74248D48	csp.8055836F30E64209B4B1C1891A9584FA	csp_grade	prerequisite
csp.0F2830EA2710427683F6D6A3B3BEE2AA	csp.9ABBD9E120854564BDA9B2A929551CE8	csp_grade	prerequisite
csp.5ABFB8BF40A6446A955F510D04B2E855	csp.DE2A7F03D3354D0FA2BB80EA472969ED	csp_grade	prerequisite
csp.6D877C01D38D4E6FA78C9E7C804E08B9	csp.E4CA2A7B3BE648599ABA7E124D2FD5FA	csp_grade	prerequisite
csp.F2F5F74D67F542C5800D2303B5BE3F31	csp.4B98974CD0BF40B0929977C199A3CD80	csp_grade	prerequisite
csp.6FC764D020EF48318B36FDFDF91D2309	csp.D58274501D7447AF849DDB3A588CA710	csp_grade	prerequisite
csp.C2BC4E89714D4592A52FBF9FAB1E6B57	csp.82D3145F6717472193F0C53B0910DD7A	csp_grade	prerequisite
csp.D62BD9FC714643FDB805499C46B654BA	csp.D132DACB082F461E89B5FC17C50952B2	csp_grade	prerequisite
csp.E9C5BDB6518D46C6A404AA6F019630DD	csp.CCFB4C3CB6F04BE6BA5D66214F2D95BB	csp_grade	prerequisite
csp.2B46E28A0DDE467DBF790747290DF029	csp.7EEE11BEF69E427E8C40E1291F2540C2	csp_grade	prerequisite
csp.42F5B8C37E2148209EADBBAFEAFEA3D0	csp.06AD37DCAA0C433580B87A1A032FEBF3	csp_grade	prerequisite
csp.BF8D6A98BB9D4D898955898F9D03442D	csp.CC1E6DA673FA4B36B6B406BBFA0BE269	csp_grade	prerequisite
csp.5ABFB8BF40A6446A955F510D04B2E855	csp.CD2E9EC401E24584AC2CD71F80AA1FC4	csp_grade	prerequisite
csp.0AA06DE0AA874AF5A8B6CE7841EE4315	csp.56FB35C6282A40429DC22169DA880B2A	csp_grade	prerequisite
csp.2D88BE7CA95B4BE9A77E92FECD013BCF	csp.72E9CEA4870D4BAE9D60C2A373D71D5C	csp_grade	prerequisite
csp.F2F5F74D67F542C5800D2303B5BE3F31	csp.D231D97E18D14A978847F9EFA4DA6FEE	csp_grade	prerequisite
csp.5ABFB8BF40A6446A955F510D04B2E855	csp.AC98431BD7EF4FA48DA48A7BBBF133E8	csp_grade	prerequisite
csp.5E996127D8E4423A911DDDA02010992B	csp.B1FFD11ED55E44B4A4619497FADF7CF9	csp_grade	prerequisite
csp.5ABFB8BF40A6446A955F510D04B2E855	csp.312A8B6D0760478EA69EE48B41CA529D	csp_grade	prerequisite
csp.0AA06DE0AA874AF5A8B6CE7841EE4315	csp.B61A028811DB44C99BEE3A6B763B0057	csp_grade	prerequisite
csp.9EEBCC629CF54030B68F1139C7488A1F	csp.06F1F433A8A84B93A66117059812FE34	csp_grade	prerequisite
csp.C3D896C7D05C4A3A8732EAA8D2F6C7C4	csp.D0A6DD43B972440C8453C7D7521E28BA	csp_grade	prerequisite
csp.9CAC2994573C4CAC83E04FBA1474C300	csp.6D877C01D38D4E6FA78C9E7C804E08B9	csp_grade	prerequisite
csp.4B01656DC031497CBFE8EE99C40C3DFB	csp.7A22DEEA944142729FFC43342B38066F	csp_grade	prerequisite
csp.7593736710A145509EF26E656DC1890C	csp.C2BC4E89714D4592A52FBF9FAB1E6B57	csp_grade	prerequisite
csp.8803E384EA4D45EDA66D6C3CB8D482B8	csp.D62BD9FC714643FDB805499C46B654BA	csp_grade	prerequisite
csp.36C6C9A88DB244229C0EBBDF33782668	csp.E9C5BDB6518D46C6A404AA6F019630DD	csp_grade	prerequisite
csp.3908EA61A7DA4E248156CC5E5C09A849	csp.2B46E28A0DDE467DBF790747290DF029	csp_grade	prerequisite
csp.8D0289E450FB4E6D9BDCA31D80D9670B	csp.42F5B8C37E2148209EADBBAFEAFEA3D0	csp_grade	prerequisite
csp.6B977C2D2CBF478387D291A5DBF40F88	csp.B1B0D71BED314BD4B0B01730B66EE81F	csp_grade	prerequisite
csp.68A2D85C9550452C8ABB529678BC622C	csp.582913E35B334EEF8CAE738C5A4A522E	csp_grade	prerequisite
csp.2C829D99068A434996062BB146AB2BEA	csp.C3D896C7D05C4A3A8732EAA8D2F6C7C4	csp_grade	prerequisite
csp.847AA1DEADAC429DA472DCDEF7C2E354	csp.9CAC2994573C4CAC83E04FBA1474C300	csp_grade	prerequisite
csp.1B978A633F9447C8988F8CA37834335E	csp.4B01656DC031497CBFE8EE99C40C3DFB	csp_grade	prerequisite
csp.D8B1C6D2F4C241AE83BF70B88AC3B611	csp.7593736710A145509EF26E656DC1890C	csp_grade	prerequisite
csp.C9E63F12E51043DB99817022346CECB5	csp.8803E384EA4D45EDA66D6C3CB8D482B8	csp_grade	prerequisite
csp.FA4D5007F16346A1AB6B9F3127B7218C	csp.36C6C9A88DB244229C0EBBDF33782668	csp_grade	prerequisite
csp.3C002A36BDA04E0B8FFCC7D55434EB20	csp.3908EA61A7DA4E248156CC5E5C09A849	csp_grade	prerequisite
csp.757F6FBDC2664442BE85B6E5BFF338FF	csp.C69AA6EA270F4A0B804B5B94A9113C13	csp_grade	prerequisite
csp.757F6FBDC2664442BE85B6E5BFF338FF	csp.0F2830EA2710427683F6D6A3B3BEE2AA	csp_grade	prerequisite
csp.8412A9F405934C8A80D18E1C9A1F17EB	csp.2D88BE7CA95B4BE9A77E92FECD013BCF	csp_grade	prerequisite
csp.2DDF1D1A0DFC4BC1AA9B361F6EF41B10	csp.7CF31A7FE1084D95881D19C799D6F7D2	csp_grade	prerequisite
csp.37B266C9CC2447569D7D1B77BDD051FC	csp.D09367033F214D7AA425927379D72889	csp_grade	prerequisite
csp.91E2C4A557B84EC2A848978BB3B04E83	csp.68A2D85C9550452C8ABB529678BC622C	csp_grade	prerequisite
csp.5D8587E86FF94E5F90000BC0679F4DFC	csp.688D6E8AF7074BFE8CFA52C9D25B6F1D	csp_grade	prerequisite
csp.757F6FBDC2664442BE85B6E5BFF338FF	csp.D7EC21810A8E44A4A929974437716D8B	csp_grade	prerequisite
csp.8E83C58AB8AD41DFBF71513D7BBC45B1	csp.6ECDE09E91884FFD9430E8D3E360E8FD	csp_grade	prerequisite
csp.B827DB45E30742D89E642F93E423D7BD	csp.2C829D99068A434996062BB146AB2BEA	csp_grade	prerequisite
csp.8412A9F405934C8A80D18E1C9A1F17EB	csp.847AA1DEADAC429DA472DCDEF7C2E354	csp_grade	prerequisite
csp.ECEF46C4E04541B18AA9E72E84E21E01	csp.F2F5F74D67F542C5800D2303B5BE3F31	csp_grade	prerequisite
csp.ECEF46C4E04541B18AA9E72E84E21E01	csp.E8F72F7DE9404ECE899F61C80318E6CF	csp_grade	prerequisite
csp.ECEF46C4E04541B18AA9E72E84E21E01	csp.5C506F4DB7554446BEE25AFC74248D48	csp_grade	prerequisite
csp.645EBA84AFDA40A0AAB237D3E14A430B	csp.1B978A633F9447C8988F8CA37834335E	csp_grade	prerequisite
csp.8E83C58AB8AD41DFBF71513D7BBC45B1	csp.D8B1C6D2F4C241AE83BF70B88AC3B611	csp_grade	prerequisite
csp.8E83C58AB8AD41DFBF71513D7BBC45B1	csp.C9E63F12E51043DB99817022346CECB5	csp_grade	prerequisite
csp.26F13593AF0D47BEAAD3D549A07DE3E6	csp.3C002A36BDA04E0B8FFCC7D55434EB20	csp_grade	prerequisite
csp.CC9AECEF442445D2BDE296090883C169	csp.8D0289E450FB4E6D9BDCA31D80D9670B	csp_grade	prerequisite
csp.34193778DD1F446D93491046451E705F	csp.B1B0D71BED314BD4B0B01730B66EE81F	csp_grade	prerequisite
csp.8412A9F405934C8A80D18E1C9A1F17EB	csp.5ABFB8BF40A6446A955F510D04B2E855	csp_grade	prerequisite
csp.8412A9F405934C8A80D18E1C9A1F17EB	csp.6CEF1159CECE41A1B99AA703CA8CC5ED	csp_grade	prerequisite
csp.8412A9F405934C8A80D18E1C9A1F17EB	csp.F415F081C52F46F2B3B70F374B9AF4D8	csp_grade	prerequisite
csp.ED94E7F0F16C4CC693DCD24A5393CE7A	csp.E82A6E2D216E4CFC952C32F917D6F38D	csp_grade	prerequisite
csp.0AA06DE0AA874AF5A8B6CE7841EE4315	csp.72A9CAF88BB543FB89451F88AE45605C	csp_grade	prerequisite
csp.D36A2258E3754866B6AC11E3467D2E4F	csp.5D8587E86FF94E5F90000BC0679F4DFC	csp_grade	prerequisite
csp.B3AF935E6BBB40FF8F0F746B8EC19073	csp.2AA99FEE5B2B48BC8BF19AB64BD1337B	csp_grade	prerequisite
csp.7D08483566A94F959FE7C6997C130F41	csp.46C38BCF611F454F8781275DEC8EA4E5	csp_grade	prerequisite
csp.DCBBA5509E7148A39230FA003D1B3022	csp.9F830956A5D54A05921B142557EF90CD	csp_grade	prerequisite
csp.F7FB285D68EB4DC1B9D69B52CC39E289	csp.66968BF4A09641B594A8350AE323698D	csp_grade	prerequisite
csp.8412A9F405934C8A80D18E1C9A1F17EB	csp.4DA677010EA44B3399D468C1F1BA3F2B	csp_grade	prerequisite
csp.0AA06DE0AA874AF5A8B6CE7841EE4315	csp.645EBA84AFDA40A0AAB237D3E14A430B	csp_grade	prerequisite
csp.5411CA333337498A94D5A8F211471CA6	csp.9BEA57C0146846318EC724BC3A1E299C	csp_grade	prerequisite
csp.F7FB285D68EB4DC1B9D69B52CC39E289	csp.8E83C58AB8AD41DFBF71513D7BBC45B1	csp_grade	prerequisite
csp.7B3C65A8D3D7427985473BA6BB11EFDB	csp.26F13593AF0D47BEAAD3D549A07DE3E6	csp_grade	prerequisite
csp.924D6B67B3CE41D7BCEF74F4885CAF05	csp.CC9AECEF442445D2BDE296090883C169	csp_grade	prerequisite
csp.37B266C9CC2447569D7D1B77BDD051FC	csp.7D08483566A94F959FE7C6997C130F41	csp_grade	prerequisite
csp.F3A1873BE28C466E97DCF07A5713F167	csp.A1BAFB6F96964E0FB623084976FEAFB4	csp_grade	prerequisite
csp.F256720491554880905E122F08BEB5A4	csp.7A08AFC9BE304CE8818306D6C433BE8B	csp_grade	prerequisite
csp.3E9DCF2740AC4FB1B8F8462CF4D799D9	csp.D0C01E157D574AA09CA88D2449492B04	csp_grade	prerequisite
csp.D36A2258E3754866B6AC11E3467D2E4F	csp.EB5334B4E909471BBFBFE68A38F3D655	csp_grade	prerequisite
csp.D75EA6331F9C4FC5AA5EB3C5812455A9	csp.8.12.E	csp_grade	prerequisite
csp.B5577B2779A24AACB96AB73E1B13F1D8	csp.574A1A9425FE45BB9939EF8B89A173C4	csp_grade	prerequisite
csp.3FAE7A528A0E4619A8890684CCBA1FA5	csp.5411CA333337498A94D5A8F211471CA6	csp_grade	prerequisite
csp.B850D10D9A4C4A29A4A75BEF9D78C881	csp.F7FB285D68EB4DC1B9D69B52CC39E289	csp_grade	prerequisite
csp.B1D64B582BED46498C444DABDD283CB2	csp.7B3C65A8D3D7427985473BA6BB11EFDB	csp_grade	prerequisite
csp.22DDD83EDB2D48F1AA8520D138D1891B	csp.924D6B67B3CE41D7BCEF74F4885CAF05	csp_grade	prerequisite
csp.9EA22F0B9F5043ABBE969A6D681B864D	csp.D75EA6331F9C4FC5AA5EB3C5812455A9	csp_grade	prerequisite
csp.224941C8C6964F96B567A9DFE24DDE33	csp.4B17CCEFC020444D8E42C9C8ADFDE913	csp_grade	prerequisite
csp.83A8CC50C5484F739815C466E6ACCC69	csp.5B2B2F5A0AE647D5ABF3DA61843E51E4	csp_grade	prerequisite
csp.57F73450FE1C42F68D352BE49B249563	csp.B5577B2779A24AACB96AB73E1B13F1D8	csp_grade	prerequisite
csp.4074DDF7E89643B18FCC01D5CB8629BA	csp.3FAE7A528A0E4619A8890684CCBA1FA5	csp_grade	prerequisite
csp.E2A71874AE1C474BAE6FE850EA9D9815	csp.B850D10D9A4C4A29A4A75BEF9D78C881	csp_grade	prerequisite
csp.9793DA1AD5E140E2850ABF3A811B4479	csp.FA4D5007F16346A1AB6B9F3127B7218C	csp_grade	prerequisite
csp.A8405FC52286458BB5A5B77B973180CB	csp.B1D64B582BED46498C444DABDD283CB2	csp_grade	prerequisite
csp.BD1B603942BA4F66A554A57EFEEBA9E9	csp.22DDD83EDB2D48F1AA8520D138D1891B	csp_grade	prerequisite
csp.5.4.13	csp.PK.4.7	csp_grade	prerequisite
csp.5.4.13	csp.PK.4.6	csp_grade	prerequisite
csp.5.4.10	csp.RI.K.5	csp_grade	prerequisite
csp.5.4.10	csp.PK.4.4	csp_grade	prerequisite
csp.5.4.12	csp.PK.4.3	csp_grade	prerequisite
csp.5.4.11	csp.2.4.14	csp_grade	prerequisite
csp.5.4.10	csp.2.4.13	csp_grade	prerequisite
csp.PD.II.A.8	csp.SD.II.C.4	csp_grade	prerequisite
csp.PD.II.A.8	csp.SD.II.C.3	csp_grade	prerequisite
csp.SD.I.B.5	csp.SD.II.C.2	csp_grade	prerequisite
csp.PD.II.A.6	csp.SD.II.C.1	csp_grade	prerequisite
csp.SD.I.B.5	csp.SD.II.B.3	csp_grade	prerequisite
csp.CD.II.A.3.c	csp.SD.II.B.2	csp_grade	prerequisite
csp.SD.I.B.5	csp.SD.II.B.1	csp_grade	prerequisite
csp.SD.II.A.8	csp.SD.II.A.7	csp_grade	prerequisite
csp.SD.I.B.5	csp.SD.II.A.6	csp_grade	prerequisite
csp.CD.I.C.3.e	csp.SD.II.A.5	csp_grade	prerequisite
csp.SD.I.B.4	csp.SD.II.A.4	csp_grade	prerequisite
csp.SD.I.B.4	csp.SD.II.A.3	csp_grade	prerequisite
csp.PD.II.A.6	csp.SD.II.A.2	csp_grade	prerequisite
csp.PD.II.C.5	csp.SD.II.A.1	csp_grade	prerequisite
csp.SD.I.B.5	csp.SD.I.B.2	csp_grade	prerequisite
csp.PD.II.A.6	csp.SD.I.B.1	csp_grade	prerequisite
csp.SD.I.B.4	csp.2A.C.5	csp_grade	prerequisite
csp.SD.I.B.4	csp.SD.I.A.4	csp_grade	prerequisite
csp.PD.II.A.7	csp.SD.I.A.3	csp_grade	prerequisite
csp.SD.I.B.4	csp.SD.I.A.2	csp_grade	prerequisite
csp.SD.I.B.5	csp.SD.I.A.1	csp_grade	prerequisite
csp.PD.II.C.5	csp.PD.II.C.4	csp_grade	prerequisite
csp.PD.II.C.5	csp.PD.II.C.3	csp_grade	prerequisite
csp.PD.II.A.8	csp.PD.II.C.2	csp_grade	prerequisite
csp.SD.II.B.4	csp.IDSLS6.1	csp_grade	prerequisite
csp.PD.II.A.6	csp.PD.II.B.4	csp_grade	prerequisite
csp.PD.II.A.6	csp.PD.II.B.3	csp_grade	prerequisite
csp.PD.II.A.6	csp.PD.II.B.2	csp_grade	prerequisite
csp.PD.II.A.8	csp.PD.II.B.1	csp_grade	prerequisite
csp.PD.II.A.8	csp.PD.II.A.5	csp_grade	prerequisite
csp.CD.II.A.1.d	csp.PD.II.A.4	csp_grade	prerequisite
csp.PD.II.A.6	csp.PD.II.A.3	csp_grade	prerequisite
csp.SD.I.B.5	csp.PD.II.A.2	csp_grade	prerequisite
csp.SD.I.B.5	csp.PD.II.A.1	csp_grade	prerequisite
csp.SD.I.B.5	csp.PD.I.B.6	csp_grade	prerequisite
csp.SD.I.B.4	csp.PD.I.B.5	csp_grade	prerequisite
csp.CD.II.A.1.d	csp.PD.I.B.3	csp_grade	prerequisite
csp.PD.II.A.8	csp.PD.I.B.2	csp_grade	prerequisite
csp.PD.II.A.8	csp.PD.I.B.1	csp_grade	prerequisite
csp.SD.I.B.5	csp.PD.I.A.4	csp_grade	prerequisite
csp.SD.I.B.5	csp.PD.I.A.3	csp_grade	prerequisite
csp.CD.I.C.3.e	csp.PD.I.A.2	csp_grade	prerequisite
csp.PD.II.A.6	csp.PD.I.A.1	csp_grade	prerequisite
csp.SD.I.B.4	csp.CD.II.B.7	csp_grade	prerequisite
csp.SD.II.A.8	csp.CD.II.B.6	csp_grade	prerequisite
csp.SD.II.B.4	csp.CD.II.B.5	csp_grade	prerequisite
csp.SD.II.B.4	csp.CD.II.B.4	csp_grade	prerequisite
csp.PD.II.A.7	csp.CD.II.B.3	csp_grade	prerequisite
csp.SD.I.B.4	csp.CD.II.B.2	csp_grade	prerequisite
csp.SD.I.B.5	csp.CD.II.B.1	csp_grade	prerequisite
csp.CD.I.C.3.d	csp.CD.II.A.3.b	csp_grade	prerequisite
csp.CD.II.A.3.c	csp.CD.II.A.3.a	csp_grade	prerequisite
csp.PD.II.A.8	csp.CD.II.A.2.b	csp_grade	prerequisite
csp.SD.I.B.5	csp.CD.II.A.2.a	csp_grade	prerequisite
csp.CD.I.C.3.e	csp.CD.II.A.1.c	csp_grade	prerequisite
csp.CD.II.A.1.d	csp.CD.II.A.1.b	csp_grade	prerequisite
csp.CD.I.C.3.e	csp.CD.II.A.1.a	csp_grade	prerequisite
csp.SD.II.B.4	csp.CD.I.C.3.c	csp_grade	prerequisite
csp.CD.I.C.3.d	csp.CD.I.C.3.b	csp_grade	prerequisite
csp.SD.I.B.3	csp.CD.I.C.3.a	csp_grade	prerequisite
csp.PD.II.A.6	csp.CD.I.C.2.b	csp_grade	prerequisite
csp.SD.I.B.4	csp.CD.I.C.2.a	csp_grade	prerequisite
csp.SD.I.B.5	csp.CD.I.C.1.c	csp_grade	prerequisite
csp.CD.II.A.1.d	csp.CD.I.C.1.b	csp_grade	prerequisite
csp.SD.I.B.3	csp.CD.I.C.1.a	csp_grade	prerequisite
csp.PD.II.A.8	csp.CD.I.B.5	csp_grade	prerequisite
csp.SD.I.B.5	csp.CD.I.B.4	csp_grade	prerequisite
csp.CD.I.C.3.d	csp.CD.I.B.3	csp_grade	prerequisite
csp.PD.II.A.6	csp.CD.I.B.2	csp_grade	prerequisite
csp.CD.II.A.1.d	csp.CD.I.B.1	csp_grade	prerequisite
csp.CD.II.A.3.c	csp.CD.I.A.2	csp_grade	prerequisite
csp.PD.II.A.6	csp.CD.I.A.1	csp_grade	prerequisite
csp.CD.I.C.3.f	csp.SD.II.B.4	csp_grade	prerequisite
csp.PD.I.B.8	csp.SD.II.A.8	csp_grade	prerequisite
