skill_id	lvl_active_learning	lvl_active_listening	lvl_administration_and_management	lvl_administrative	lvl_arm_hand_steadiness	lvl_auditory_attention	lvl_biology	lvl_building_and_construction	lvl_category_flexibility	lvl_chemistry	lvl_communications_and_media	lvl_complex_problem_solving	lvl_computers_and_electronics	lvl_control_precision	lvl_coordination	lvl_critical_thinking	lvl_customer_and_personal_service	lvl_deductive_reasoning	lvl_depth_perception	lvl_design	lvl_dynamic_flexibility	lvl_dynamic_strength	lvl_economics_and_accounting	lvl_education_and_training	lvl_engineering_and_technology	lvl_english_language	lvl_equipment_maintenance	lvl_equipment_selection	lvl_explosive_strength	lvl_extent_flexibility	lvl_far_vision	lvl_fine_arts	lvl_finger_dexterity	lvl_flexibility_of_closure	lvl_fluency_of_ideas	lvl_food_production	lvl_foreign_language	lvl_geography	lvl_glare_sensitivity	lvl_gross_body_coordination	lvl_gross_body_equilibrium	lvl_hearing_sensitivity	lvl_history_and_archeology	lvl_inductive_reasoning	lvl_information_ordering	lvl_installation	lvl_instructing	lvl_judgment_and_decision_making	lvl_law_and_government	lvl_learning_strategies	lvl_management_of_financial_resources	lvl_management_of_material_resources	lvl_management_of_personnel_resources	lvl_manual_dexterity	lvl_mathematical_reasoning	lvl_mathematics	lvl_mechanical	lvl_medicine_and_dentistry	lvl_memorization	lvl_monitoring	lvl_multilimb_coordination	lvl_near_vision	lvl_negotiation	lvl_night_vision	lvl_number_facility	lvl_operation_and_control	lvl_operations_analysis	lvl_operations_monitoring	lvl_oral_comprehension	lvl_oral_expression	lvl_originality	lvl_perceptual_speed	lvl_peripheral_vision	lvl_personnel_and_human_resources	lvl_persuasion	lvl_philosophy_and_theology	lvl_physics	lvl_problem_sensitivity	lvl_production_and_processing	lvl_programming	lvl_psychology	lvl_public_safety_and_security	lvl_quality_control_analysis	lvl_rate_control	lvl_reaction_time	lvl_reading_comprehension	lvl_repairing	lvl_response_orientation	lvl_sales_and_marketing	lvl_science	lvl_selective_attention	lvl_service_orientation	lvl_social_perceptiveness	lvl_sociology_and_anthropology	lvl_sound_localization	lvl_spatial_orientation	lvl_speaking	lvl_speech_clarity	lvl_speech_recognition	lvl_speed_of_closure	lvl_speed_of_limb_movement	lvl_stamina	lvl_static_strength	lvl_systems_analysis	lvl_systems_evaluation	lvl_technology_design	lvl_telecommunications	lvl_therapy_and_counseling	lvl_time_management	lvl_time_sharing	lvl_transportation	lvl_troubleshooting	lvl_trunk_strength	lvl_visual_color_discrimination	lvl_visualization	lvl_wrist_finger_speed	lvl_writing	lvl_written_comprehension	lvl_written_expression
51-4071.00	2.12	2.25										2.12			2.50	2.50											1.38	1.50																		0.00	2.00	2.25		1.50	0.75	0.75	1.88			1.75				2.62			1.50			2.38	0.75	2.38							1.50					0.00			2.12			2.00	1.25			0.25		1.62	2.12				1.88							1.12	1.00	0.38			2.50			2.00					1.75		
51-4072.00	2.25	3.00										2.25			2.00	2.62											2.75	2.00																		1.12	2.12	2.25		2.25	0.62	0.50	2.12			2.12				3.00			2.00			3.75	1.62	3.88							2.00					0.50			3.12			3.00	2.62			0.25		1.62	2.12				2.38							1.12	1.75	0.50			2.38			2.75					2.50		
51-4081.00	2.88	3.00										3.00			2.88	3.12											3.12	2.38																		1.75	2.88	3.00		2.75	1.00	1.00	2.00			2.12				3.00			2.12			3.12	1.88	4.00							2.38					1.12			3.50			3.00	3.00			0.38		2.12	2.38				2.88							2.25	2.12	1.25			2.88			3.00					2.75		
51-4111.00	3.12	3.00										3.00			2.88	3.12											2.88	3.00																		0.75	2.12	3.00		2.12	0.38	0.62	1.62			2.88				3.00			1.25			3.12	3.12	3.00							1.62					0.62			3.75			3.12	2.88			1.25		1.00	2.00				2.75							2.50	2.38	2.88			2.88			2.88					2.50		
51-4121.00	1.75	2.38										2.50			1.88	2.38											1.25	2.00																		1.00	2.12	2.62		2.00	0.88	0.88	1.62			2.12				2.75			1.38			2.50	1.12	2.50							1.50					0.00			3.00			2.12	1.25			1.00		1.50	2.12				2.00							1.75	1.50	0.75			2.25			2.12					1.50		
51-4122.00	2.00	2.88										2.88			2.62	3.00											2.38	2.12																		0.12	2.12	2.75		1.88	0.75	1.00	1.88			1.88				3.00			1.88			3.00	1.12	3.12							1.88					0.12			2.50			3.00	2.25			0.88		1.75	2.38				2.88							1.50	2.12	0.62			2.50			2.25					2.25		
51-4191.00	2.62	2.88										2.62			2.88	3.00											3.12	2.62																		0.25	3.00	2.62		2.75	0.62	1.38	2.25			2.88				3.38			1.62			3.88	1.62	3.75							1.88					0.88			3.25			3.00	2.88			1.12		1.88	2.50				2.62							2.12	1.88	0.00			2.62			2.75					2.62		
51-4192.00	2.62	2.88										2.88			3.00	3.12											2.00	2.00																		0.88	2.50	2.75		2.00	0.50	0.50	2.25			3.12				3.00			1.62			2.75	2.00	2.75							1.75					0.12			2.88			2.88	2.00			0.38		2.00	2.75				2.50							1.88	1.88	0.62			2.50			2.00					2.88		
51-4193.00	2.12	3.00										2.25			2.62	2.75											2.38	2.00																		0.25	2.38	2.12		2.12	0.50	0.88	2.25			1.38				3.00			2.12			3.00	1.62	3.12							2.12					0.00			2.75			2.88	2.12			1.88		2.12	2.25				2.75							1.62	1.62	0.50			2.75			2.25					2.62		
51-4194.00	2.62	2.88										2.75			2.12	2.88											3.38	2.38																		0.25	2.38	2.75		2.38	1.38	1.75	1.88			2.88				2.75			2.00			3.62	1.38	3.62							2.12					0.50			3.25			3.00	3.00			0.12		2.00	2.12				2.38							2.25	2.25	1.12			2.62			2.88					2.25		
51-5111.00	3.00	3.00										2.88			2.88	3.00											1.88	1.75																		0.00	2.50	2.88		2.25	0.50	0.88	2.25			2.00				3.00			2.12			2.12	1.50	3.00							2.38					0.88			2.38			3.00	1.75			0.88		2.62	2.75				3.12							2.25	2.25	1.00			2.75			2.12					2.88		
51-5112.00	2.88	3.00										2.88			3.00	3.12											3.12	2.50																		0.12	2.75	2.88		2.12	0.75	1.88	2.00			2.00				3.25			2.00			3.25	0.75	3.62							2.38					0.62			3.25			3.12	3.12			0.00		2.62	2.75				3.00							2.12	2.12	0.75			3.00			3.12					2.62		
51-5113.00	2.38	2.88										2.88			2.75	3.00											3.12	2.25																		1.50	2.75	2.75		2.88	0.75	0.75	2.50			2.12				3.00			1.88			3.12	0.50	3.12							2.25					0.88			2.88			2.88	2.75			0.12		2.25	2.62				2.75							2.12	2.38	1.00			2.62			2.75					2.62		
51-6011.00	2.12	2.25										2.25			2.25	2.50											1.25	1.12																		0.00	2.12	2.12		2.12	1.00	1.00	2.00			0.88				2.25			2.12			2.12	0.88	2.50							2.12					0.00			2.00			2.12	1.25			0.00		2.38	2.25				2.38							1.62	1.50	0.00			2.38			2.25					2.12		
51-6021.00	1.50	2.00										1.75			1.75	2.25											1.38	1.12																		0.25	0.38	2.12		1.00	0.50	0.50	0.75			0.75				2.12			1.12			2.25	0.50	2.12							1.25					0.00			1.88			1.75	1.00			0.00		1.50	1.75				2.00							0.88	1.25	0.50			2.00			1.75					1.50		
51-6031.00	1.88	2.12										2.12			1.75	2.12											1.25	0.75																		0.00	1.88	2.00		2.00	0.88	0.75	1.50			1.88				2.50			1.50			2.25	0.62	2.12							1.50					0.00			2.62			2.12	1.00			0.00		1.50	1.88				1.88							1.62	1.12	0.00			2.12			2.00					2.00		
51-6041.00	2.25	2.50										2.12			2.12	2.88											0.75	1.62																		0.00	2.12	2.38		0.88	0.75	1.12	1.88			1.25				2.62			1.50			2.00	0.75	2.12							2.12					0.00			2.25			2.25	0.88			0.00		2.25	2.25				2.25							1.25	0.88	0.38			2.38			1.88					2.12		
51-6042.00	1.88	2.88										2.50			2.00	2.50											2.88	2.38																		0.00	1.50	2.25		1.38	0.88	0.88	1.88			1.88				2.88			1.38			3.00	0.88	3.00							2.00					0.38			2.75			2.88	2.00			0.12		1.50	2.00				2.75							1.88	2.00	0.38			2.62			2.75					2.00		
51-6051.00	2.00	2.25										2.12			1.88	2.12											0.00	0.38																		0.00	2.00	2.25		2.00	0.50	1.50	1.75			2.12				2.38			1.62			2.12	1.50	1.88							1.50					0.12			2.00			2.25	0.00			0.00		2.00	1.88				1.88							1.88	1.25	0.38			2.38			1.38					1.75		
51-6052.00	2.62	3.00										2.62			2.50	3.00											1.50	1.88																		0.00	1.88	2.75		1.75	0.75	0.88	2.00			1.62				2.62			2.12			2.38	2.12	2.12							2.00					0.00			2.12			2.62	1.25			0.00		2.75	2.88				2.88							1.25	1.25	1.00			2.88			1.38					2.25		
51-6061.00	2.12	2.88										2.12			2.50	2.75											2.00	1.88																		0.88	2.12	2.25		2.00	0.62	0.75	2.00			2.38				2.75			1.88			3.25	1.12	3.75							1.88					0.50			3.00			2.75	2.12			0.62		1.75	2.25				2.75							2.00	2.00	0.62			2.38			2.25					2.50		
51-6062.00	2.00	2.50										2.62			2.75	2.75											3.25	2.12																		1.25	2.62	2.62		2.00	0.75	1.12	2.12			2.12				3.25			1.62			3.75	1.25	3.75							1.62					0.75			3.12			2.62	3.00			0.00		1.62	1.88				2.12							2.25	2.12	0.75			2.75			3.00					2.25		
51-6063.00	1.50	2.50										2.12			2.25	2.25											2.25	2.00																		1.00	2.00	2.12		1.75	0.50	0.62	1.75			1.12				3.00			0.88			3.00	1.38	3.12							1.38					0.25			2.62			2.38	2.00			0.12		1.62	2.00				2.38							1.25	1.00	0.25			2.25			2.00					2.00		
51-6064.00	2.12	2.50										2.00			2.50	3.00											2.50	2.00																		1.00	2.50	2.38		2.00	0.75	1.00	2.00			2.00				3.00			1.62			3.88	1.38	3.88							1.62					0.00			3.00			2.12	2.75			0.00		2.00	2.00				2.38							2.12	2.12	0.50			2.12			2.62					2.00		
51-6091.00	2.62	3.00										2.75			3.00	3.00											2.50	2.25																		0.00	2.38	2.88		2.12	0.75	1.00	2.12			1.88				3.12			2.12			3.25	1.50	3.88							2.12					0.25			2.75			2.75	2.62			0.62		2.12	2.62				2.88							1.75	2.00	0.62			2.88			2.75					2.62		
51-6092.00	3.00	3.38										3.00			2.88	3.38											0.12	0.62																		0.00	3.00	3.00		3.00	1.62	1.88	2.12			3.00				3.25			2.62			2.50	2.75	2.88							2.62					1.25			3.12			3.25	0.38			0.12		2.75	2.88				3.00							2.75	2.38	1.50			3.00			2.12					2.88		
51-6093.00	2.88	3.00										3.00			2.75	3.12											1.88	2.12																		0.38	2.62	2.88		2.75	1.50	1.75	2.25			2.50				3.00			2.25			2.62	1.75	2.88							2.50					0.00			2.75			3.00	1.88			0.50		2.88	2.50				2.88							2.00	2.00	1.38			3.00			2.00					2.38		
51-7011.00	2.75	2.50										2.75			2.50	3.00											2.88	2.88																		0.62	2.25	2.88		2.25	1.25	1.50	2.38			3.00				3.12			2.00			2.88	2.88	3.12							2.25					0.75			3.38			2.62	2.50			0.38		2.00	2.38				2.50							2.00	2.00	1.50			3.00			2.88					2.38		
51-7021.00	2.75	3.00										2.75			2.75	3.12											2.00	2.25																		0.00	2.62	2.75		2.25	1.25	1.88	2.62			1.75				2.88			2.12			2.62	2.00	3.00							2.00					0.12			2.88			2.75	2.12			0.12		2.62	2.62				2.38							2.00	2.00	0.75			2.88			2.25					2.25		
51-7031.00	2.62	2.88										2.88			2.75	3.00											1.38	1.38																		0.25	2.00	2.75		1.88	0.38	0.75	2.00			2.12				3.00			1.50			3.00	2.88	3.00							2.00					0.00			2.75			2.88	1.25			0.62		2.25	2.38				2.88							2.12	1.75	0.88			2.75			2.00					2.62		
51-7032.00	2.50	3.00										3.00			2.25	3.12											2.38	2.75																		0.12	2.12	2.88		2.00	1.88	2.00	2.00			3.00				3.00			1.50			3.00	3.00	3.00							1.75					0.62			3.12			3.00	2.25			0.88		1.88	2.62				2.50							2.12	2.00	1.50			2.62			2.25					2.12		
51-7041.00	2.00	2.50										2.25			2.50	2.75											2.62	1.88																		0.50	2.12	2.38		1.88	0.50	0.75	1.50			1.50				2.88			1.62			3.00	1.38	3.12							1.62					0.12			2.88			2.62	2.50			0.25		1.62	2.25				2.12							1.75	1.50	0.38			2.38			2.62					1.38		
51-7042.00	2.12	2.75										2.50			2.00	2.88											3.00	2.50																		1.25	1.75	2.12		2.12	0.62	1.12	1.50			2.50				2.88			1.38			3.25	1.62	3.50							1.75					1.12			3.00			2.75	3.00			0.50		1.38	2.00				2.50							0.88	1.62	1.38			2.12			3.00					1.75		
51-8011.00	3.12	3.88										3.25			3.25	4.00											0.12	0.00																		0.00	3.00	3.38		3.00	1.25	1.25	3.00			2.75				4.00			2.75			3.75	0.50	3.88							2.88					1.25			3.25			3.88	0.38			3.00		2.88	3.12				3.25							3.00	2.88	0.50			3.38			3.12					3.00		
51-8012.00	3.00	3.62										3.25			3.25	3.75											1.50	0.75																		0.12	2.88	3.25		2.75	0.62	1.00	3.00			2.88				3.50			2.62			3.12	2.12	3.38							2.62					0.38			2.88			3.62	1.50			1.25		2.88	2.62				3.38							2.88	2.88	0.62			3.00			2.25					3.00		
51-8013.00	3.00	3.12										3.00			3.00	3.75											3.00	2.12																		0.62	2.50	3.12		2.00	1.12	1.12	2.38			1.88				3.12			2.00			4.00	0.88	4.00							2.12					0.88			3.12			3.12	3.12			1.75		2.62	2.88				3.00							2.50	2.25	0.75			2.88			3.12					3.00		
51-8013.03	3.00	3.00										3.00			2.88	3.12											3.12	2.12																		0.12	2.75	3.00		3.00	1.00	1.62	2.25			2.75				3.25			2.12			3.50	1.25	3.88							2.50					0.75			3.00			3.00	2.88			1.62		2.88	2.88				3.00							2.75	2.25	0.88			3.00			2.88					3.00		
51-8013.04	3.00	3.12										3.00			3.00	3.12											3.88	2.88																		2.75	2.62	3.00		2.50	1.00	1.25	2.25			3.12				3.75			2.12			3.62	0.50	3.88							2.50					1.25			3.12			3.62	3.75			2.00		2.25	2.75				3.00							2.88	2.88	1.38			2.88			3.75					3.00		
51-8021.00	3.12	3.12										3.12			3.12	3.12											3.25	2.38																		1.88	2.88	3.00		2.12	0.50	1.12	2.38			2.12				3.12			2.25			3.25	1.12	3.88							2.00					0.38			3.25			3.12	3.50			2.12		2.00	2.25				3.00							3.12	3.12	0.50			3.00			3.25					3.00		
51-8031.00	2.88	3.00										3.00			3.00	3.00											3.12	2.62																		0.12	2.88	3.00		2.75	0.62	1.00	2.00			2.88				3.62			1.88			3.38	0.62	4.12							2.00					0.62			3.12			3.00	3.00			2.00		2.12	2.75				3.00							2.88	3.00	0.50			3.00			3.00					2.88		
51-8091.00	3.00	3.75										3.12			2.75	3.75											2.75	2.00																		0.00	2.62	3.00		2.88	1.12	1.38	2.75			2.88				3.75			2.12			3.88	2.00	4.50							2.12					1.00			3.50			3.75	2.75			2.88		2.12	2.62				3.12							2.50	2.75	0.00			3.00			2.62					3.00		
51-8092.00	3.00	3.00										3.00			3.12	3.25											3.00	2.38																		0.00	2.75	3.00		2.62	1.12	1.25	2.88			2.88				3.50			2.50			3.75	1.12	4.38							2.62					0.75			3.50			3.12	2.88			1.75		2.12	3.00				3.00							2.75	2.50	0.88			3.00			3.12					3.00		
51-8093.00	3.00	3.00										3.00			3.00	3.50											2.88	1.88																		0.00	2.88	3.00		2.88	1.50	1.50	2.50			2.75				3.50			2.50			3.88	1.50	4.62							2.38					1.00			3.38			3.38	2.62			1.75		2.12	2.88				3.00							2.75	2.62	0.50			3.00			2.88					3.00		
51-8099.01	2.75	3.38										3.00			3.12	3.12											3.38	2.25																		0.88	3.00	3.25		2.75	1.38	2.00	2.38			2.88				3.25			2.62			3.50	0.25	3.75							2.50					1.00			3.38			3.75	3.12			2.50		2.75	3.12				3.50							2.88	2.75	0.75			3.00			3.25					3.00		
51-9011.00	2.88	3.12										2.88			3.12	3.12											2.62	2.12																		0.00	2.62	3.00		2.50	0.50	1.12	2.38			2.88				3.12			1.62			3.88	1.75	3.88							1.88					0.62			3.12			3.38	2.25			2.12		2.25	2.62				3.00							2.62	2.50	0.75			2.88			2.75					3.00		
51-9012.00	2.88	3.00										2.88			2.88	3.00											2.62	1.88																		1.75	2.62	2.75		2.88	1.38	1.75	2.38			2.62				3.12			2.00			3.12	1.00	3.75							2.12					0.75			2.75			2.88	2.62			2.00		2.12	2.62				2.88							2.50	2.12	0.88			2.88			2.62					2.88		
51-9021.00	2.62	3.00										2.75			3.00	3.00											3.00	2.38																		0.12	2.88	2.88		2.50	0.75	1.75	2.50			2.38				3.00			1.62			4.00	0.25	4.00							2.50					0.25			3.00			3.00	3.00			1.50		2.00	2.75				2.88							2.50	2.50	0.25			2.88			3.00					2.88		
51-9022.00	2.25	2.75										2.50			2.38	2.62											2.88	2.12																		0.00	2.12	2.38		2.00	1.00	1.12	2.00			1.75				2.75			1.88			3.00	0.75	3.25							2.25					0.25			3.00			2.62	2.75			0.25		2.12	2.25				2.38							2.00	2.12	1.00			2.50			2.88					2.25		
51-9023.00	2.50	2.88										2.38			3.00	2.88											3.00	2.00																		0.12	2.25	2.62		2.38	0.38	0.75	2.00			2.25				3.12			1.75			3.12	0.12	3.25							1.75					0.38			3.00			3.00	3.00			1.75		2.00	2.62				2.75							2.25	2.00	0.38			3.00			2.88					2.62		
51-9031.00	2.00	2.88										2.12			2.25	2.12											0.12	0.12																		0.00	2.00	2.50		1.62	0.25	0.50	2.00			1.12				2.62			2.00			2.00	0.25	2.12							2.00					0.00			2.00			2.62	0.00			0.00		2.12	2.75				2.12							1.25	1.25	0.00			2.62			1.25					2.12		
51-9032.00	2.00	2.75										2.75			3.00	2.88											3.00	2.12																		0.75	2.12	2.62		1.88	0.75	1.12	2.00			2.12				3.12			1.62			3.50	0.62	3.62							1.62					1.00			3.75			2.88	2.75			0.50		1.75	2.50				2.50							2.12	2.00	0.75			2.38			3.00					2.00		
51-9041.00	2.12	2.75										2.75			2.25	2.75											2.62	2.12																		1.50	2.38	2.25		2.00	0.62	0.88	1.75			2.00				3.12			1.50			3.62	1.00	3.75							1.75					0.25			3.12			2.75	2.62			0.75		1.75	2.12				2.38							2.12	1.62	0.88			2.25			2.88					2.38		
51-9051.00	2.38	3.12										2.62			2.50	3.00											1.50	0.88																		0.00	2.12	2.12		1.50	0.25	0.38	2.00			2.00				3.12			1.88			3.25	0.62	3.50							1.50					0.25			2.75			3.00	1.00			1.12		1.75	2.12				3.00							1.25	1.25	0.38			2.12			2.00					2.62		
51-9061.00	2.38	3.12										2.75			2.88	3.25											1.38	1.25																		0.00	2.12	2.75		2.12	0.88	1.00	2.12			2.50				3.12			2.25			2.88	1.62	3.12							2.25					0.62			3.38			3.00	1.12			1.00		2.00	2.25				3.00							2.00	2.12	0.75			2.75			2.25					3.12		
51-9071.00	2.88	2.88										2.50			2.88	3.50											1.38	1.62																		0.00	2.50	3.00		2.38	1.00	1.25	2.38			1.75				3.00			2.25			1.88	0.50	1.75							2.25					0.38			1.88			2.88	1.12			0.38		2.75	2.88				2.75							1.75	1.75	1.25			2.62			1.50					2.75		
51-9071.06	2.62	3.00										2.62			2.38	3.12											1.75	2.50																		0.00	1.75	3.25		2.12	1.88	2.00	2.00			2.88				3.00			1.88			2.25	2.38	2.50							2.88					0.00			3.50			2.88	1.50			0.62		3.00	2.62				3.00							1.50	1.50	1.38			2.38			1.75					2.88		
51-9081.00	3.00	2.88										2.88			2.75	3.38											1.75	2.38																		0.00	2.88	2.75		3.00	1.12	1.62	2.25			2.25				3.00			2.12			2.88	1.50	3.00							2.25					0.38			2.88			3.00	2.00			1.50		2.25	2.50				3.00							2.12	2.12	1.75			3.00			2.25					2.88		
51-9082.00	3.00	3.62										3.00			3.00	3.50											3.00	2.62																		0.88	3.12	3.12		2.88	1.38	2.12	2.12			2.88				3.12			2.12			2.75	2.25	3.00							2.38					0.38			3.75			3.62	3.00			1.62		3.00	3.00				3.12							3.00	2.50	2.38			3.12			3.12					3.00		
51-9083.00	2.50	2.88										2.50			2.50	2.88											2.00	2.50																		0.00	2.25	2.62		2.38	0.88	0.75	2.00			2.25				2.88			1.62			3.12	1.25	2.88							2.00					0.75			3.38			2.88	2.50			0.88		2.62	2.50				2.62							2.00	1.62	1.00			2.75			2.12					2.62		
51-9111.00	2.12	2.75										2.12			3.00	2.25											2.62	1.75																		0.00	2.25	2.12		2.25	0.25	0.25	2.25			2.00				2.88			2.00			2.88	0.00	3.25							2.12					0.12			2.62			2.88	2.25			0.00		2.12	2.62				2.25							2.00	2.00	0.38			2.38			2.62					2.25		
51-9123.00	2.00	2.25										2.00			2.62	2.62											0.88	1.25																		0.00	1.75	2.25		2.00	0.62	0.75	2.12			1.12				2.62			1.88			1.00	0.62	2.25							2.00					0.00			2.12			2.25	0.50			0.00		2.12	2.75				2.50							1.12	1.12	0.50			2.38			1.75					1.88		
51-9124.00	2.25	2.25										2.62			2.75	2.88											2.88	2.62																		0.12	2.00	2.25		2.38	0.62	1.00	2.00			1.88				3.00			1.75			3.00	0.62	3.50							1.75					0.38			3.38			2.62	2.75			0.12		2.00	2.38				2.00							2.00	2.00	0.50			2.38			2.75					2.00		
51-9141.00	2.25	2.88										2.75			2.62	2.88											2.88	2.12																		0.50	2.25	2.88		2.00	0.50	0.88	1.75			1.75				3.00			1.88			2.88	1.62	3.50							2.12					0.75			3.38			3.38	2.62			1.25		2.00	2.75				2.88							1.88	1.38	1.00			2.75			2.75					2.62		
51-9151.00	2.88	3.38										2.75			2.88	3.12											2.50	2.62																		0.62	2.75	2.75		2.88	1.75	1.88	2.12			2.25				3.25			2.62			2.88	1.25	3.12							2.75					1.62			2.75			3.25	2.25			1.00		3.00	3.00				3.00							2.75	2.75	1.50			2.88			2.50					2.88		
51-9161.00	2.88	3.00										3.00			2.75	3.62											3.00	2.75																		1.75	2.88	2.88		2.75	0.75	1.25	1.88			2.88				3.62			1.62			3.88	2.38	3.88							1.75					2.00			3.50			3.38	2.88			1.12		1.75	2.62				3.00							2.75	2.75	1.38			2.88			2.88					2.88		
51-9162.00	3.38	3.00										3.12			3.00	3.50											2.25	2.88																		0.12	2.88	3.00		2.62	0.75	1.12	2.12			3.38				3.50			1.50			3.12	2.88	4.00							2.25					3.62			3.12			3.62	2.12			1.50		1.88	2.62				3.00							3.12	3.00	2.12			3.00			3.00					3.00		
51-9191.00	2.38	2.75										2.50			3.00	2.75											3.12	2.12																		0.12	2.38	2.50		2.12	0.75	1.25	1.75			2.38				3.12			1.62			3.75	0.75	4.00							1.88					0.62			3.50			2.50	2.88			0.50		2.00	2.38				2.62							2.62	1.88	0.25			2.88			3.00					2.25		
51-9192.00	2.12	2.38										2.12			2.12	2.12											1.75	1.25																		0.00	2.00	2.12		2.12	0.25	0.38	2.00			1.12				3.00			2.00			3.00	0.38	2.88							2.00					0.12			2.25			2.25	1.12			0.62		2.00	2.12				2.25							1.50	1.88	0.00			2.50			2.12					2.38		
51-9193.00	3.12	3.00										3.00			2.88	3.25											3.00	2.75																		0.50	2.75	3.00		2.38	1.25	1.62	2.50			2.38				3.38			2.00			3.62	1.50	3.88							2.00					0.75			3.12			3.00	3.00			0.88		2.12	2.38				2.88							2.25	2.38	0.62			3.00			3.12					2.88		
51-9194.00	2.25	3.00										2.25			2.12	3.12											2.12	2.25																		0.00	2.12	2.62		2.00	1.00	0.88	2.00			1.75				2.88			1.75			2.88	1.62	3.00							2.00					0.62			2.88			2.88	1.38			0.25		2.12	2.25				2.62							1.62	1.12	1.50			2.75			2.38					2.25		
51-9195.00	2.38	2.62										2.12			2.38	2.62											1.88	1.88																		0.25	2.12	2.38		1.75	0.75	1.00	2.00			1.50				2.50			1.88			2.62	0.75	2.88							2.00					0.00			2.38			2.62	1.88			0.00		2.00	2.38				2.38							1.38	1.38	0.88			2.62			2.12					2.50		
51-9195.03	2.00	2.75										2.38			2.38	2.88											1.38	1.75																		0.12	2.25	2.25		2.25	0.62	1.00	1.88			1.62				2.62			1.62			2.38	2.12	2.38							1.50					0.50			2.38			2.88	1.12			0.38		1.62	2.50				2.38							1.62	1.62	0.75			2.12			1.50					2.25		
51-9195.04	2.88	3.00										2.75			2.50	3.00											2.38	2.25																		0.00	2.38	2.75		2.38	1.12	1.62	2.12			2.12				3.00			1.88			2.88	1.62	3.00							2.00					0.38			3.00			3.00	2.38			1.25		1.75	2.62				2.75							1.75	1.88	0.88			2.62			2.50					2.62		
51-9195.05	2.12	2.88										2.12			2.50	3.12											0.62	0.75																		0.00	1.75	2.62		1.38	0.75	1.62	1.88			1.75				3.00			1.38			3.12	1.88	3.12							2.00					0.12			2.50			2.88	0.62			0.62		2.00	2.75				2.88							1.88	1.38	0.75			2.38			1.62					2.62		
51-9196.00	2.25	2.75										2.38			2.62	2.88											2.75	2.25																		0.62	2.12	2.25		2.12	0.75	1.00	2.00			2.00				3.00			2.12			3.00	1.75	3.12							2.12					0.00			2.75			2.25	2.25			0.00		2.12	2.50				2.75							2.50	2.25	0.88			2.62			2.62					2.12		
51-9197.00	1.75	2.62										2.00			2.00	2.50											1.12	1.12																		0.12	1.88	2.00		1.88	0.50	0.62	1.50			1.12				2.88			1.25			3.12	0.38	3.38							1.38					0.25			2.12			2.12	1.00			0.00		1.75	2.00				2.25							1.12	0.88	0.62			2.25			2.00					1.75		
51-9198.00	1.88	2.00										2.00			2.38	2.25											1.75	1.50																		0.00	2.00	1.88		1.88	0.62	0.75	1.62			1.75				2.38			1.00			2.50	0.62	2.50							1.38					0.25			2.25			2.25	1.75			0.25		1.50	2.00				2.12							1.12	1.12	0.25			1.88			1.88					1.62		
53-1041.00	2.88	3.00										2.88			3.50	3.50											1.88	1.62																		0.12	3.00	3.00		3.62	0.88	2.00	3.75			2.88				3.88			2.50			2.62	1.50	2.38							2.75					0.62			2.50			3.00	1.88			0.50		2.62	3.25				3.12							2.75	2.62	0.75			3.50			2.00					3.25		
53-1042.00	3.00	3.75										3.00			3.75	3.62											0.88	1.12																		0.00	3.00	3.00		3.25	2.25	2.38	3.75			2.12				3.50			3.00			2.12	1.62	2.75							3.12					0.25			2.38			3.50	0.88			0.50		2.75	3.38				3.75							2.75	2.88	0.62			3.62			1.38					3.12		
53-1042.01	3.12	3.12										2.75			3.25	3.50											0.00	0.38																		0.00	2.88	3.12		3.00	2.38	2.38	3.50			2.75				3.50			3.00			2.62	1.12	2.75							3.25					0.50			2.12			3.50	0.00			0.25		2.88	3.12				3.38							2.75	2.88	0.88			3.62			1.12					3.12		
53-1043.00	3.12	3.88										3.38			3.88	3.62											2.00	0.88																		0.00	3.12	3.25		3.12	1.38	2.25	3.75			2.25				3.75			2.88			2.25	2.50	2.50							3.00					0.25			2.38			3.75	2.00			0.25		3.00	3.50				3.88							3.12	3.00	0.38			3.88			2.00					3.62		
53-2011.00	4.12	4.25										3.62			3.75	4.12											1.25	0.00																		0.00	4.00	4.25		3.12	1.00	1.75	3.12			3.50				4.25			2.62			5.62	2.00	4.88							2.62					0.50			3.00			4.12	0.12			2.75		2.88	3.25				3.75							3.25	3.25	0.62			3.88			3.12					3.25		
